"PDB ID";"resolution";"releaseDate";"StructureWeight";"PolymerWeight";"NonpolymerWeight";"NonpolymerWeightNowater";"WaterWeight";"atomCount";"hetatmCount";"allAtomCount";"allAtomCountLn";"aaCount";"ligandCount";"ligandBondRotationFreedom";"aaLigandCount";"aaLigandCountNowater";"aaLigandCountFiltered";"ligandRatio";"hetatmCountNowater";"ligandCountNowater";"ligandRatioNowater";"hetatmCountFiltered";"ligandCarbonChiraAtomCountFiltered";"ligandCountFiltered";"ligandRatioFiltered";"hetatmCountMetal";"ligandCountMetal";"ligandRatioMetal";"hetatmCountNometal";"ligandCountNometal";"ligandRatioNometal";"hetatmCountNowaterNometal";"ligandCountNowaterNometal";"ligandRatioNowaterNometal";"hetatmCountFilteredMetal";"ligandCountFilteredMetal";"ligandRatioFilteredMetal";"hetatmCountFilteredNometal";"ligandCountFilteredNometal";"ligandRatioFilteredNometal";"clashscore";"RamaOutliers";"SidechainOutliers";"ClashscorePercentile";"RamaOutliersPercentile";"SidechainOutliersPercentile";"combinedGeometryQuality";"DCC_R";"DCC_Rfree";"absolute-percentile-DCC_Rfree";"AngleRMSZstructure";"BondRMSZstructure";"RSRZoutliers";"RSRZoutliersPercentile";"combinedXrayQualityMetric";"combinedOverallQualityMetric";"highestChainBondsRMSZ";"highestChainAnglesRMSZ";"averageResidueRSR";"ChiralProblemLigandRatio";"GoodLigandRatio";"TopologyProblemLigandRatio";"LigandTopologyProblemsPrecise";"LigandTopologyCarbonChiraProblemsPrecise";"ChiraProblemsPrecise";"GoodLigandRatioBinary";"LigandTopologyProblemsPreciseBinary";"LigandTopologyCarbonChiraProblemsPreciseBinary";"ChiraProblemsPreciseBinary";"averageLigandRSR";"averageLigandAngleRMSZ";"averageLigandBondRMSZ";"averageLigandRSCC";"ligandRSCCoutlierRatio";"AssemblyTotalWeight";"AssemblyBiopolymerCount";"AssemblyUniqueBiopolymerCount";"AssemblyLigandCount";"AssemblyUniqueLigandCount";"AssemblyWaterCount";"AssemblyBiopolymerWeight";"AssemblyLigandWeight";"AssemblyWaterWeight";"averageResidueRSCC";"residueRSCCoutlierRatio";"AssemblyLigandFlexibility";"averageLigandRSCCsmallLigs";"averageLigandRSCClargeLigs";"absolute-percentile-RNAsuiteness"
"175d";"nan";1994;3.09404;3.09404;0;0;0;638;0;638;6.45834;10;0;"nan";10;10;10;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;"nan";"nan";99.9;"nan";"nan";"nan";"nan";"nan";"nan";1.9;1.4;"nan";"nan";"nan";"nan";1.4;1.9;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.188;2;1;0;0;0;6.18809;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"175l";2.1;1995;38.5077;37.0845;1423.18;0;1423.18;2587;79;2666;7.88833;164;79;"nan";243;164;164;1;0;0;"nan";0;0;0;"nan";0;0;"nan";79;79;1;0;0;"nan";0;0;"nan";0;0;"nan";16.84;0.31;10;14;43;8.2;13.8481;0.17;"nan";"nan";1.27;0.93;0;100;"nan";"nan";0.95;1.28;0.109822;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.56;1;1;0;0;1;18.5422;0;18.015;0.943842;0.0320988;"nan";"nan";"nan";"nan"
"176d";"nan";1994;3.4638;3.4638;0;0;0;1950;1980;3930;8.27639;12;60;0.738095;72;72;18;33;1980;60;33;122;0;6;20.3333;0;0;"nan";1980;60;33;1980;60;33;0;0;"nan";122;6;20.3333;0;"nan";"nan";99.9;"nan";"nan";"nan";"nan";"nan";"nan";1.94;1.55;"nan";"nan";"nan";"nan";1.63;2.03;"nan";0;1;0;0;0;0;1;0;0;0;"nan";1.88333;1.03967;"nan";"nan";3.464;2;2;0;0;0;3.4638;0;0;"nan";"nan";"nan";"nan";"nan";78.9
"176l";2.2;1995;37.6923;37.2065;485.828;35.453;450.375;2613;26;2639;7.87816;164;26;"nan";190;165;164;1;1;1;1;0;0;0;"nan";0;0;"nan";26;26;1;1;1;1;0;0;"nan";0;0;"nan";31.73;3.4;19.85;3.9;4;1.2;2.23923;"nan";"nan";"nan";1.46;1.01;"nan";"nan";"nan";"nan";1.01;1.47;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.657;1;1;1;1;1;18.6032;35.453;18.015;"nan";"nan";1;"nan";"nan";"nan"
"177d";"nan";1994;9.40704;9.40704;0;0;0;3972;0;3972;8.28703;31;0;"nan";31;31;31;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;"nan";"nan";99.9;"nan";"nan";"nan";"nan";"nan";"nan";4.37;4.26;"nan";"nan";"nan";"nan";4.41;4.48;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";9.407;1;1;0;0;0;9.40704;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"177l";2.5;1995;18.7245;18.5624;162.135;0;162.135;1284;9;1293;7.16472;164;9;"nan";173;164;164;1;0;0;"nan";0;0;0;"nan";0;0;"nan";9;9;1;0;0;"nan";0;0;"nan";0;0;"nan";45.84;4.38;16.3;1.6;2.7;2.4;2.12459;0.22;"nan";"nan";1.5;1.02;3.7;41.3;"nan";"nan";1.02;1.5;0.152181;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.58;1;1;0;0;1;18.5624;0;18.015;0.939684;0.0233918;"nan";"nan";"nan";"nan"
"178d";2.5;1994;8.70391;7.40683;1297.08;0;1297.08;445;118;563;6.33328;12;74;0.807692;86;14;14;1.59459;46;2;23;48;6;2;24;0;0;"nan";118;74;1.59459;46;2;23;0;0;"nan";48;2;24;14.4;"nan";"nan";18;"nan";"nan";"nan";0.17;"nan";"nan";2.51;1.48;0;100;"nan";"nan";1.5;2.55;0.290394;0;1;0;0;0;0;1;0;0;0;0.104;2.38;1.14;0.96;0;7.443;2;1;0;0;2;7.40683;0;36.03;0.881309;0.170213;"nan";"nan";0.96;"nan"
"178l";2.71;1995;18.7774;18.5624;215.026;70.906;144.12;1284;10;1294;7.16549;164;10;"nan";174;166;164;1;2;2;1;0;0;0;"nan";0;0;"nan";10;10;1;2;2;1;0;0;"nan";0;0;"nan";28.49;2.5;22.96;5;6;0.7;1.67109;0.19;"nan";"nan";1.39;1;0;100;"nan";"nan";1;1.39;0.125233;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.651;1;1;2;1;1;18.5624;70.906;18.015;0.967087;0.0116279;1;"nan";"nan";"nan"
"179d";"nan";1994;1.19083;1.19083;0;0;0;1518;0;1518;7.32515;4;0;"nan";4;4;4;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";13.23;"nan";"nan";23.4;"nan";"nan";"nan";"nan";"nan";"nan";2.2;1.62;"nan";"nan";"nan";"nan";1.7;2.33;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";2.382;2;1;0;0;0;2.38166;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"17gs";1.9;1998;51.7752;46.6393;5135.83;1370.69;3765.14;3268;297;3565;8.17892;210;214;0.837838;424;215;215;1.38785;88;5;17.6;88;4;5;17.6;0;0;"nan";297;214;1.38785;88;5;17.6;0;0;"nan";88;5;17.6;6.4;0;7.43;49;100;15;30.904;0.18;0.2;85.1;0.59;0.32;0.72;87.2;86.1372;30.0206;0.32;0.59;0.114573;0;1;0;0;0;0;1;0;0;0;0.1958;1.308;2;0.8288;0.2;48.046;2;1;5;2;2;46.6393;1370.69;36.03;0.922332;0.0797448;0.195636;"nan";0.8288;"nan"
"17ra";"nan";1999;6.72904;6.72904;0;0;0;8076;0;8076;8.99665;21;0;"nan";21;21;21;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";3.59;"nan";"nan";73.3;"nan";"nan";"nan";"nan";"nan";"nan";2.14;1.21;"nan";"nan";"nan";"nan";1.22;2.15;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";6.729;1;1;0;0;0;6.72904;0;0;"nan";"nan";"nan";"nan";"nan";11.3
"180d";2.5;1995;3.99774;3.61942;378.315;0;378.315;239;21;260;5.56068;12;21;"nan";33;12;12;1;0;0;"nan";0;0;0;"nan";0;0;"nan";21;21;1;0;0;"nan";0;0;"nan";0;0;"nan";68.97;"nan";"nan";0.5;"nan";"nan";"nan";"nan";"nan";"nan";4.32;2.21;"nan";"nan";"nan";"nan";2.22;4.92;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";3.655;2;2;0;0;2;3.61942;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"180l";1.75;1996;38.6999;37.3127;1387.15;0;1387.15;2604;77;2681;7.89395;164;77;"nan";241;164;164;1;0;0;"nan";0;0;0;"nan";0;0;"nan";77;77;1;0;0;"nan";0;0;"nan";0;0;"nan";13.5;0;6.62;19.9;100;18.2;26.0425;0.21;"nan";"nan";1.68;1.18;0.92;83.8;"nan";"nan";1.21;1.75;0.115151;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.674;1;1;0;0;1;18.6564;0;18.015;0.920687;0.0421836;"nan";"nan";"nan";"nan"
"181d";1.6;1995;4.37605;3.61942;756.63;0;756.63;239;42;281;5.63835;12;42;"nan";54;12;12;1;0;0;"nan";0;0;0;"nan";0;0;"nan";42;42;1;0;0;"nan";0;0;"nan";0;0;"nan";10.61;"nan";"nan";28.1;"nan";"nan";"nan";"nan";"nan";"nan";4.33;3.27;"nan";"nan";"nan";"nan";3.85;4.71;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";3.655;2;2;0;0;2;3.61942;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"181l";1.8;1995;21.3396;18.5863;2753.31;303.269;2450.04;1288;152;1440;7.2724;164;140;1;304;168;165;1.08571;16;4;4;8;0;1;8;0;0;"nan";152;140;1.08571;16;4;4;0;0;"nan";8;1;8;9.11;0;5.22;33.9;100;25.5;38.1126;0.16;"nan";"nan";1.36;0.95;0;100;"nan";"nan";0.95;1.36;0.0937667;0;1;0;0;0;0;1;0;0;0;0.0615;0.74;0.445;0.9585;0;18.908;1;1;4;3;1;18.5863;303.269;18.015;0.92823;0.0766667;0.57353;0.9585;"nan";"nan"
"182d";1.8;1994;7.26379;3.61646;3647.33;1575.61;2071.72;237;227;464;6.13988;6;117;0.854839;123;8;8;1.94017;112;2;56;112;26;2;56;0;0;"nan";227;117;1.94017;112;2;56;0;0;"nan";112;2;56;15.46;"nan";"nan";16;"nan";"nan";"nan";0.2;"nan";"nan";5.4;4.07;0;100;"nan";"nan";4.36;5.5;0.216843;0;1;0;0;0;0;1;0;0;0;0.1005;2.015;1.58;0.9285;0;5.228;2;1;2;1;2;3.61646;1575.61;36.03;0.701622;0.590551;0.0720721;"nan";0.9285;"nan"
"182l";1.8;1995;21.2355;18.5863;2649.21;343.29;2305.92;1288;147;1435;7.26892;164;132;0.764706;296;168;166;1.11364;19;4;4.75;17;0;2;8.5;0;0;"nan";147;132;1.11364;19;4;4.75;0;0;"nan";17;2;8.5;7.58;0;3.73;41.4;100;36.9;48.9757;0.16;"nan";"nan";1.33;1.05;0.62;88.9;"nan";"nan";1.05;1.33;0.100534;0;1;0;0;0;0;1;0;0;0;0.1045;0.97;0.66;0.956;0;18.948;1;1;4;3;1;18.5863;343.29;18.015;0.931634;0.0958904;0.57353;0.956;"nan";"nan"
"183d";1.6;1995;3.81862;3.06199;756.63;0;756.63;180;65;245;5.50126;10;43;0.807692;53;11;11;1.51163;23;1;23;24;3;1;24;0;0;"nan";65;43;1.51163;23;1;23;0;0;"nan";24;1;24;0;"nan";"nan";100;"nan";"nan";"nan";"nan";"nan";"nan";2.45;2.02;"nan";"nan";"nan";"nan";2.02;2.45;"nan";0;1;0;0;0;0;1;0;0;0;"nan";4.63;1.35;"nan";"nan";6.16;2;1;0;0;2;6.12398;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"183l";1.8;1995;21.0173;18.5863;2431.06;341.317;2089.74;1288;135;1423;7.26052;164;120;0.764706;284;168;166;1.125;19;4;4.75;17;0;2;8.5;0;0;"nan";135;120;1.125;19;4;4.75;0;0;"nan";17;2;8.5;12.5;0;6.72;22.3;100;17.7;26.9444;0.17;"nan";"nan";1.42;1.02;0;100;"nan";"nan";1.02;1.42;0.110371;0;1;0;0;0;0;1;0;0;0;0.136;1.435;0.95;0.9395;0;18.946;1;1;4;3;1;18.5863;341.317;18.015;0.931971;0.0857143;0.57353;0.9395;"nan";"nan"
"184d";1.8;1995;3.02674;2.11341;913.33;48.61;864.72;139;50;189;5.24175;7;50;"nan";57;9;7;1;2;2;1;0;0;0;"nan";2;2;1;48;48;1;0;0;"nan";0;0;"nan";0;0;"nan";8.97;"nan";"nan";34.4;"nan";"nan";"nan";0.21;"nan";"nan";2.64;1.96;0;100;"nan";"nan";1.96;2.64;0.277947;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";4.36;2;1;4;1;2;4.22682;97.22;36.03;0.799105;0.491228;1;"nan";"nan";"nan"
"184l";1.8;1995;21.1975;18.5863;2611.25;359.375;2251.88;1288;145;1433;7.26753;164;129;0.823529;293;168;166;1.12403;20;4;5;18;0;2;9;0;0;"nan";145;129;1.12403;20;4;5;0;0;"nan";18;2;9;8.31;0;3.73;37.7;100;36.9;47.1509;0.15;"nan";"nan";1.35;0.94;0;100;"nan";"nan";0.94;1.35;0.110747;0;1;0;0;0;0;1;0;0;0;0.1505;0.905;0.69;0.936;0;18.964;1;1;4;3;1;18.5863;359.375;18.015;0.930221;0.0795848;0.594363;0.936;"nan";"nan"
"185d";"nan";1995;4.76173;4.41342;348.312;348.312;0;1990;590;2580;7.85554;14;40;0.742857;54;54;22;14.75;590;40;14.75;74;6;8;9.25;0;0;"nan";590;40;14.75;590;40;14.75;0;0;"nan";74;8;9.25;21.4;0;"nan";11.4;100;"nan";"nan";"nan";"nan";"nan";2.26;1.35;"nan";"nan";"nan";"nan";1.54;2.41;"nan";0;0.75;0.25;0.027027;0.36036;0.333333;0;1;1;1;"nan";2.1865;2.46625;"nan";"nan";4.762;3;2;2;1;0;4.41342;348.312;0;"nan";"nan";0.05;"nan";"nan";"nan"
"185l";1.8;1995;21.3426;18.5863;2756.32;342.305;2414.01;1288;153;1441;7.27309;164;138;0.764706;302;168;166;1.1087;19;4;4.75;17;0;2;8.5;0;0;"nan";153;138;1.1087;19;4;4.75;0;0;"nan";17;2;8.5;6.82;0;3.73;46.3;100;36.9;51.1086;0.26;"nan";"nan";1.26;0.97;"nan";"nan";"nan";"nan";0.97;1.26;"nan";0;1;0;0;0;0;1;0;0;0;"nan";0.935;0.58;"nan";"nan";18.947;1;1;4;3;1;18.5863;342.305;18.015;"nan";"nan";0.57353;"nan";"nan";"nan"
"186d";"nan";1994;7.65588;7.65588;0;0;0;5481;0;5481;8.60904;24;0;"nan";24;24;24;"nan";0;0;"nan";0;0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";0;0;"nan";14.78;"nan";"nan";20.1;"nan";"nan";"nan";"nan";"nan";"nan";2.64;1.69;"nan";"nan";"nan";"nan";1.86;2.88;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.656;1;1;0;0;0;7.65588;0;0;"nan";"nan";"nan";"nan";"nan";"nan"
"186l";1.8;1995;21.3417;18.5863;2755.37;359.375;2395.99;1288;153;1441;7.27309;164;137;0.823529;301;168;166;1.11679;20;4;5;18;0;2;9;0;0;"nan";153;137;1.11679;20;4;5;0;0;"nan";18;2;9;12.47;0;4.48;22.3;100;30.1;34.0655;0.16;"nan";"nan";1.36;0.93;0.62;88.9;"nan";"nan";0.93;1.36;0.107313;0;1;0;0;0;0;1;0;0;0;0.172;0.735;0.515;0.9325;0;18.964;1;1;4;3;1;18.5863;359.375;18.015;0.911727;0.117845;0.60478;0.9325;"nan";"nan"
"187d";2.25;1995;3.13118;2.42859;702.585;0;702.585;160;39;199;5.2933;8;39;"nan";47;8;8;1;0;0;"nan";0;0;0;"nan";0;0;"nan";39;39;1;0;0;"nan";0;0;"nan";0;0;"nan";7.97;"nan";"nan";39.2;"nan";"nan";"nan";"nan";"nan";"nan";1.54;0.78;"nan";"nan";"nan";"nan";0.78;1.54;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";4.893;2;1;0;0;2;4.85719;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"187l";1.8;1995;21.1875;18.5863;2601.21;331.322;2269.89;1288;144;1432;7.26683;164;130;0.8;294;168;166;1.10769;18;4;4.5;16;0;2;8;0;0;"nan";144;130;1.10769;18;4;4.5;0;0;"nan";16;2;8;7.58;0;4.48;41.4;100;30.1;44.5255;0.16;"nan";"nan";1.33;1;0;100;"nan";"nan";1;1.33;0.117121;0;1;0;0;0;0;1;0;0;0;0.1095;0.9;0.765;0.9585;0;18.936;1;1;4;3;1;18.5863;331.322;18.015;0.922552;0.1;0.57353;0.9585;"nan";"nan"
"188d";2.2;1995;3.18522;2.42859;756.63;0;756.63;160;42;202;5.30827;8;42;"nan";50;8;8;1;0;0;"nan";0;0;0;"nan";0;0;"nan";42;42;1;0;0;"nan";0;0;"nan";0;0;"nan";15.94;"nan";"nan";15.3;"nan";"nan";"nan";"nan";"nan";"nan";1.8;0.83;"nan";"nan";"nan";"nan";0.83;1.8;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";4.893;2;1;0;0;2;4.85719;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"188l";1.8;1995;21.2776;18.5863;2691.29;331.322;2359.97;1288;149;1437;7.27031;164;135;0.8;299;168;166;1.1037;18;4;4.5;16;0;2;8;0;0;"nan";149;135;1.1037;18;4;4.5;0;0;"nan";16;2;8;6.82;0;4.48;46.3;100;30.1;46.2814;0.15;"nan";"nan";1.36;1.04;0.62;88.9;"nan";"nan";1.04;1.36;0.106363;0;1;0;0;0;0;1;0;0;0;0.1285;0.895;0.79;0.939;0;18.936;1;1;4;3;1;18.5863;331.322;18.015;0.941129;0.0677966;0.57353;0.939;"nan";"nan"
"189d";2.1;1995;3.14919;2.42859;720.6;0;720.6;160;40;200;5.29832;8;40;"nan";48;8;8;1;0;0;"nan";0;0;0;"nan";0;0;"nan";40;40;1;0;0;"nan";0;0;"nan";0;0;"nan";11.95;"nan";"nan";23.7;"nan";"nan";"nan";"nan";"nan";"nan";1.72;0.9;"nan";"nan";"nan";"nan";0.9;1.72;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";4.893;2;1;0;0;2;4.85719;0;36.03;"nan";"nan";"nan";"nan";"nan";"nan"
"189l";2.5;1995;19.367;18.7185;648.54;0;648.54;1312;36;1348;7.20638;164;36;"nan";200;164;164;1;0;0;"nan";0;0;0;"nan";0;0;"nan";36;36;1;0;0;"nan";0;0;"nan";0;0;"nan";53.71;3.7;17.27;1.1;3.5;1.9;1.74305;"nan";"nan";"nan";1.69;1.15;"nan";"nan";"nan";"nan";1.15;1.69;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";18.737;1;1;0;0;1;18.7185;0;18.015;"nan";"nan";"nan";"nan";"nan";"nan"
"18gs";1.9;1999;58.1272;46.7555;11371.7;1337.3;10034.4;3261;645;3906;8.27027;210;561;0.75;771;214;214;1.14973;88;4;22;88;4;4;22;0;0;"nan";645;561;1.14973;88;4;22;0;0;"nan";88;4;22;8.38;0;8.29;37.2;100;12.2;25.2421;0.17;0.23;59.2;0.57;0.34;1.2;78.6;67.5344;17.8883;0.34;0.58;0.123077;0;1;0;0;0;0;1;0;0;0;0.17175;2.025;2.79;0.88625;0;48.129;2;1;4;2;2;46.7555;1337.3;36.03;0.917942;0.0842754;0.207059;"nan";0.88625;"nan"
"190d";1.8;1995;9.72285;8.89416;828.69;0;828.69;951;138;1089;6.99302;4;46;"nan";50;4;4;3;0;0;"nan";0;0;0;"nan";0;0;"nan";138;46;3;0;0;"nan";0;0;"nan";0;0;"nan";2.1;"nan";"nan";88.4;"nan";"nan";"nan";"nan";"nan";"nan";2.37;1.5;"nan";"nan";"nan";"nan";1.77;2.86;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";4.519;4;1;0;0;4;4.44708;0;72.06;"nan";"nan";"nan";"nan";"nan";"nan"
"190l";2;1995;20.9914;18.5484;2443.02;227.172;2215.85;1283;133;1416;7.25559;164;127;"nan";291;168;164;1.04724;10;4;2.5;0;0;0;"nan";0;0;"nan";133;127;1.04724;10;4;2.5;0;0;"nan";0;0;"nan";6.88;0;8.27;45.6;100;12.2;26.3396;0.16;"nan";"nan";1.46;1.06;0;100;"nan";"nan";1.06;1.46;0.125202;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.101;0.535;0.63;0.9785;0;18.794;1;1;4;2;1;18.5484;227.172;18.015;0.920334;0.0905923;0.555555;0.9785;"nan";"nan"
1914;2.53;1998;26.869;26.3896;479.359;173.104;306.255;1382;26;1408;7.24993;232;19;"nan";251;234;232;1.36842;9;2;4.5;0;0;0;"nan";0;0;"nan";26;19;1.36842;9;2;4.5;0;0;"nan";0;0;"nan";26.86;3.68;7.79;5.7;3.5;13.7;5.61645;0.25;0.29;8.9;1.16;0.9;16.96;1.2;2.11485;-34.0844;0.9;1.16;0.231447;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";0.128;0.475;0.42;0.959;0;26.581;1;1;2;2;1;26.3896;173.104;18.015;0.876947;0.143617;0.0555555;0.959;"nan";"nan"
"191d";1.4;1994;5.71104;4.50712;1203.91;68.97;1134.94;331;66;397;5.98394;4;66;"nan";70;7;4;1;3;3;1;0;0;0;"nan";3;3;1;63;63;1;0;0;"nan";0;0;"nan";0;0;"nan";2.05;"nan";"nan";88.4;"nan";"nan";"nan";0.18;"nan";"nan";2.88;3.16;0;100;"nan";"nan";3.34;3.12;0.123598;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";4.648;4;1;3;1;4;4.50712;68.97;72.06;0.862573;0.182927;1;"nan";"nan";"nan"
"191l";1.95;1995;21.0939;18.4193;2674.62;260.61;2414.01;1274;145;1419;7.25771;164;138;1;302;168;165;1.05072;11;4;2.75;8;0;1;8;0;0;"nan";145;138;1.05072;11;4;2.75;0;0;"nan";8;1;8;10.38;0;7.69;28.8;100;14;25.8285;0.16;"nan";"nan";1.47;0.99;0;100;"nan";"nan";0.99;1.47;0.104488;0;1;0;0;0;0;1;0;0;0;0.112;0.69;0.73;0.966;0;18.698;1;1;4;2;1;18.4193;260.61;18.015;0.91287;0.100334;0.82353;0.966;"nan";"nan"
"192d";1.92;1995;4.32797;3.62041;707.56;22.99;684.57;273;115;388;5.96101;6;39;"nan";45;7;6;2.94872;1;1;1;0;0;0;"nan";1;1;1;114;38;3;0;0;"nan";0;0;"nan";0;0;"nan";2.65;"nan";"nan";82.5;"nan";"nan";"nan";"nan";"nan";"nan";2.28;1.64;"nan";"nan";"nan";"nan";1.76;2.29;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";3.679;2;1;1;1;2;3.62041;22.99;36.03;"nan";"nan";1;"nan";"nan";"nan"
"192l";1.9;1995;20.569;18.2361;2332.91;225.157;2107.76;1264;127;1391;7.23778;164;120;1;284;167;165;1.05833;10;3;3.33333;8;0;1;8;0;0;"nan";127;120;1.05833;10;3;3.33333;0;0;"nan";8;1;8;13.13;0;5.56;20.8;100;23.1;29.5954;"nan";"nan";"nan";1.32;2.18;"nan";"nan";"nan";"nan";2.18;1.32;"nan";0;1;0;0;0;0;1;0;0;0;"nan";0.67;0.33;"nan";"nan";18.479;1;1;3;2;1;18.2361;225.157;18.015;"nan";"nan";0.764706;"nan";"nan";"nan"
"193d";"nan";1995;6.07862;5.70029;378.334;378.334;0;2103;520;2623;7.87207;16;32;0.791667;48;48;24;16.25;520;32;16.25;80;9;8;10;0;0;"nan";520;32;16.25;520;32;16.25;0;0;"nan";80;8;10;6.88;0;"nan";47.5;100;"nan";"nan";"nan";"nan";"nan";2.42;1.41;"nan";"nan";"nan";"nan";1.63;2.66;"nan";0;0.75;0.25;0.025;0.247222;0.222222;0;1;1;1;"nan";2.43031;2.13031;"nan";"nan";6.079;3;2;2;1;0;5.70029;378.334;0;"nan";"nan";0.0454545;"nan";"nan";"nan"
"193l";1.33;1995;16.9477;14.3312;2616.57;58.443;2558.13;1011;144;1155;7.05186;129;144;"nan";273;131;129;1;2;2;1;0;0;0;"nan";1;1;1;143;143;1;1;1;1;0;0;"nan";0;0;"nan";6.02;0;0.95;51.9;100;78.1;71.3065;0.19;"nan";"nan";0.69;0.45;6.98;16.2;"nan";"nan";0.45;0.69;0.140422;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";14.408;1;1;2;2;1;14.3312;58.443;18.015;0.813924;0.34296;1;"nan";"nan";"nan"
"194d";2.3;1995;8.58783;7.32678;1261.05;0;1261.05;485;70;555;6.31897;12;70;"nan";82;12;12;1;0;0;"nan";0;0;0;"nan";0;0;"nan";70;70;1;0;0;"nan";0;0;"nan";0;0;"nan";5.28;"nan";"nan";57.3;"nan";"nan";"nan";0.13;"nan";"nan";3.3;1.48;0;100;"nan";"nan";1.52;3.43;0.0985213;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";7.363;2;1;0;0;2;7.32678;0;36.03;0.944021;0.0319149;"nan";"nan";"nan";"nan"
"194l";1.4;1995;16.8757;14.3312;2544.51;58.443;2486.07;1007;140;1147;7.04491;129;140;"nan";269;131;129;1;2;2;1;0;0;0;"nan";1;1;1;139;139;1;1;1;1;0;0;"nan";0;0;"nan";5.54;0;3.81;55.7;100;35.9;53.7553;0.19;"nan";"nan";0.69;0.46;3.88;39.1;"nan";"nan";0.46;0.69;0.145239;"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";"nan";14.408;1;1;2;2;1;14.3312;58.443;18.015;0.828846;0.275735;1;"nan";"nan";"nan"
